id,ime_barke,tip_barke,cena,dolzina,sirina,letnik,st_kabin,st_ur,drzava
1314,Bayliner Lepanto Yachting,Bowrider,,6.2,2.41,2003,,100,Italy
1315,Innovazione & Progetti Mira 40,Cabin Cruiser,125000,12.6,3.7,2001,3,1100,Italy
1316,Giorgi 48 MUST,Motor Yacht,180000,14.7,4.2,2008,4,770,Italy
1317,Ferretti 550,Motor Yacht,,17.37,4.93,2005,3,1200,Italy
1318,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
132,Sessa DORADO 32,Flybridge,105000,9.95,3.49,2005,2,800,Italy
1320,Ferretti 550,Motor Yacht,,17.37,4.93,2005,3,1200,Italy
1321,Azimut AZ 40 Fly,Flybridge,95000,11.58,3.86,1993,2,620,Italy
1322,Fairline Squadron 62,Flybridge,325000,19.63,5.2,1993,4,,Italy
1323,Carnevali 145,Cabin Cruiser,385000,14.5,4.4,2016,3,440,Italy
1324,Cranchi Smeraldo 37,Motor Yacht,99000,11.75,3.84,1998,2,950,Italy
1325,AICON Yachts 56,Flybridge,345000,17.4,4.8,2003,3,,Italy
1326,Boston Whaler BOSTON 305 CONQUEST,Motor Yacht,100000,9.77,3.23,2006,1,575,Italy
1327,Fjord WEEKENDER 24,Sport Boat,15000,7.13,2.88,1977,1,,Italy
1328,Sunseeker Predator 72,Motor Yacht,750000,22.25,5.41,2007,4,,Italy
1329,Cantieri Estensi 400 GOLDSTAR S,Motor Yacht,269000,12.6,4.0,2009,2,1015,Italy
133,Carnevali 42,Flybridge,119000,11.99,4.33,1995,3,800,Italy
1330,Riva 85 Opera,Flybridge,,23.95,6.2,2004,6,1000,Italy
1331,T.A.Mare Nuvola 23,Deck Boat,25000,7.0,2.5,1998,1,167,Italy
1332,Princess 57 FLY,Flybridge,550000,17.18,4.79,2007,3,980,Italy
1333,Jeanneau Runabout 755,Sport Boat,49000,7.77,2.59,2003,1,,Italy
1336,Sunseeker Tomahawk 41,Motor Yacht,75000,13.09,3.2,1995,1,1400,Italy
1337,Princess 40M,Superyacht,14800000,40.2,8.02,,9,,Italy
1338,Sea Ray 310 DA,Cabin Cruiser,43000,10.0,3.18,1990,2,1550,Italy
1339,Portofino Marine PORTOFINO 47 FLY,Flybridge,,14.5,4.25,2002,2,1000,Italy
134,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1341,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1342,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1343,Mainship 400 Trawler,Flybridge,199000,12.6,4.32,2006,2,950,Italy
1344,Tullio Abbate Mito 42S,Deck Boat,150000,12.55,2.67,2010,,,Italy
1345,Riva Superamerica 50 HP,Flybridge,180000,14.23,4.11,1987,,700,Italy
1346,Riva St.Tropez #238,Deck Boat,90000,9.52,2.72,1983,,648,Italy
1347,Riva St.Tropez #220,Deck Boat,85000,9.52,2.72,1981,,132,Italy
1349,Riva Aquariva Super,Deck Boat,,10.0,2.8,2008,1,250,Italy
135,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1352,Riva Rivarama 44,Deck Boat,560000,14.2,3.88,2008,1,450,Italy
1353,C.N. Di Donna Serapo 42 HT,Hardtop,,12.0,4.2,,3,350,Italy
1354,Mochi Craft 44 FB,Flybridge,99000,13.47,4.43,1991,3,1300,Italy
1355,Fiart Mare 35 Genius,Cabin Cruiser,79000,11.5,3.6,1998,3,1100,Italy
1356,Bénéteau Swift trawler 42,Motor Yacht,220000,12.17,4.2,2008,2,600,Italy
1357,Flipper 900 ST,Motor Yacht,179000,9.02,3.05,2021,2,100,Italy
1358,Fairline SQUADRON 55,Flybridge,340000,17.3,4.4,2003,3,695,Italy
136,Selene 60 Explorer,Motor Yacht,,19.83,5.44,2024,3,,Slovenia
1360,Colombo SUPER INDIOS 32 HT,Sport Boat,180000,9.75,3.02,2007,1,330,Italy
1361,Quicksilver 755 SUNDECK,Deck Boat,64000,7.55,2.55,2023,,,Italy
1362,Quicksilver 755 weekend,Hardtop,,7.55,2.75,2023,,,Italy
1364,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1365,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1366,Quicksilver 905 WEEKEND,Hardtop,152900,9.3,2.98,2023,,,Italy
1367,Pershing 54',Motor Yacht,,17.73,4.7,2000,3,700,Italy
1368,Apreamare Smeraldo 7,Cabin Cruiser,45000,7.1,2.55,1997,1,215,Italy
1369,Cruisers Yachts 390 SC,Hardtop,133000,12.2,4.0,2008,2,1259,Italy
137,Selene 60,Motor Yacht,,19.83,5.44,2024,3,,Slovenia
1371,White Shark 285,Center Console,95000,9.02,2.93,2006,1,37,Italy
1372,Boston Whaler 34 Defiance,Motor Yacht,130000,11.43,4.03,2000,1,870,Italy
1373,Innovazioni e Progetti ALENA 56,Motor Yacht,,17.53,4.65,2007,3,1760,Italy
1374,Regal Marine 2860,Sport Boat,50000,8.9,2.9,2010,1,870,Italy
1375,Marine Project PRINCESS 32 RIVIERA,Motor Yacht,59500,9.6,3.38,1993,1,90,Italy
1376,Cranchi ZAFFIRO 36,Motor Yacht,135000,9.96,3.85,2008,2,630,Italy
1377,Cranchi Smeraldo 37,Motor Yacht,103000,12.2,3.84,2003,2,1380,Italy
1378,Rinker 280,Sport Boat,27000,9.65,2.95,1996,1,400,Italy
1379,Fiart Mare 35 SW,Center Console,495000,11.7,3.8,2023,2,,Slovenia
138,Dalla Pietà Asterion 52,Flybridge,181000,15.52,4.9,1995,3,600,Italy
1380,Cranchi 60 ST,Motor Yacht,1150000,18.52,4.85,2021,3,165,Italy
1381,Cantieri Estensi 360 GOLDSTAR,Motor Yacht,190000,9.95,3.8,2008,2,50,Italy
1382,Fashion Yachts 68,Hardtop,730000,21.8,5.45,2008,4,500,Italy
1383,Sessa C46,Motor Yacht,290000,14.68,4.28,2009,2,990,Italy
1384,Azimut 53 Fly,Flybridge,1450000,16.78,4.95,2022,3,230,Italy
1385,Arkos DOLPHIN 21,Sport Boat,15000,6.3,2.35,2005,1,90,Italy
1386,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1388,"Bénéteau Flyer 8 Sundeck, immediate delivery!",Bowrider,82830,8.17,2.53,2023,1,,Slovenia
1389,Bavaria 37 SPORT,Motor Yacht,129000,11.77,3.99,2008,2,910,Italy
139,Fipa MAIORA 24,Flybridge,760000,24.0,5.9,2000,5,1200,Italy
1390,Sea Ray 310 SUNDANCER,Sport Boat,52000,9.6,3.4,2001,2,700,Italy
1391,Fipa MAIORA 22,Flybridge,360000,21.59,5.85,1993,4,1294,Italy
1392,Fairline Squadron 55,Flybridge,375000,17.8,4.8,2004,3,1100,Italy
1393,Frauscher 858 Fantom Air,Sport Boat,290000,8.67,2.49,2022,,,Italy
1394,Baumarine 50 LOBSTER,Flybridge,525000,13.93,4.3,2012,2,71,Italy
1395,Mostes 29 OFFSHORE,Sport Boat,47000,8.75,2.47,2002,1,367,Italy
1396,Mochi Craft MOCHI 51 DOLPHIN,Motor Yacht,,15.3,4.9,2005,2,697,Italy
1397,Pershing 76,Motor Yacht,890000,24.0,5.5,2004,4,2400,Italy
1398,Baia 63 AZZURRA,Motor Yacht,550000,16.7,5.05,2006,4,500,Italy
1399,Alalunga 85 SPORT,Hardtop,995000,23.94,6.15,2006,5,1280,Italy
14,Atlantis 47,Motor Yacht,195000,13.96,4.2,2006,2,750,Italy
140,"Manò Marine MANO' 38,50 HT",Motor Yacht,129000,11.0,3.94,2008,3,610,Italy
1400,Invictus GT370,Motor Yacht,325000,11.4,3.41,2020,2,149,Italy
1401,Canali G 38 FAST COMMUTER,Motor Yacht,18000,11.34,3.63,1983,1,80,Italy
1402,Rodman 56 Fly,Flybridge,310000,17.36,4.9,2003,3,540,Italy
1403,Dellapasqua DC 10 S Fly,Flybridge,105000,11.3,3.6,2004,2,700,Italy
1404,Sanlorenzo 120 A,Superyacht,,36.92,7.2,2021,5,600,Italy
1405,Sea Ray 375 DA Sundancer,Motor Yacht,89000,11.95,3.66,2004,1,720,Slovenia
1406,Dalla Pieta DP 59 Fly,Flybridge,390000,18.51,4.94,2005,3,,Italy
1407,Tecnomarine C 42,Motor Yacht,42500,12.73,4.05,1982,1,652,Italy
1408,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1409,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
141,Cranchi MEDITERRANEE 50,Motor Yacht,195000,14.99,4.33,2004,3,620,Italy
1410,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1412,Bluline 19 open,Sport Boat,21500,5.5,2.3,2022,,18,Italy
1413,"Manò Marine HT 42,5 / IPS / Joystick",Motor Yacht,250000,13.7,4.2,2010,2,560,Italy
1416,Sciallino 25 SPORT,Cabin Cruiser,89000,9.3,2.85,2009,1,450,Italy
1417,Blackfin 32 Combi,Fishing Boat,85000,9.99,3.72,1990,1,560,Italy
1418,Galeon 330 Fly,Flybridge,135000,10.1,3.42,2005,3,1000,Italy
1419,Jeanneau PRESTIGE 38 S,Motor Yacht,190000,11.98,4.16,2008,2,1500,Italy
142,Saver 750 WA  2024,Sport Boat,49800,7.75,2.55,2024,1,,Italy
1420,Raffaelli SUPERTYPHOON,Flybridge,83000,11.98,4.32,1986,3,1370,Italy
1421,Tiara 3800 Open,Motor Yacht,255000,12.09,4.31,2005,1,1900,Italy
1422,Ippolito Girolamo GOZZO CAB.,Cabin Cruiser,105000,12.3,3.3,1974,2,502,Italy
1423,Sessa OYSTER 42,Motor Yacht,129000,12.9,3.8,2004,2,500,Italy
1424,Sessa C30,Sport Boat,74500,9.53,3.05,2008,1,286,Italy
1425,Piantoni FANTASY 45,Flybridge,65000,13.11,4.3,1986,3,2497,Italy
1426,Princess V 42,Motor Yacht,150000,12.71,3.99,2001,2,484,Italy
1427,Fairline SQUADRON 68,Flybridge,830000,20.58,5.4,2007,4,1150,Italy
1428,Fairline Targa 52 GT MK3,Motor Yacht,450000,15.73,4.27,2009,3,716,Italy
1429,Fairline Targa 52' MK3 GT,Motor Yacht,465000,15.73,4.27,2009,3,231,Italy
143,Saver 650 Cabin,Cabin Cruiser,,6.6,2.53,2023,1,,Italy
1430,Riva 52 Rivale,Motor Yacht,630000,16.12,4.61,2006,3,1030,Italy
1431,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1432,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1433,Ferretti 38 ROADSTAR,Motor Yacht,50000,11.28,3.6,1985,2,,Italy
1434,Rizzardi CR 50 Top Line,Hardtop,,16.2,4.5,2002,3,950,Italy
1435,Astondoa AS 43 GLX,Cabin Cruiser,199000,13.2,4.2,2004,2,1000,Italy
1436,Pershing 115',Superyacht,5500000,35.37,7.23,2010,,1900,Italy
1437,Dalla Pietà DP 58 HARD TOP,Hardtop,490000,17.84,5.0,2004,3,1100,Italy
1438,Pershing 115',Superyacht,5500000,35.37,7.23,2010,,1900,Italy
1439,Uniesse 72,Flybridge,599000,22.4,5.65,2002,4,1300,Italy
144,Aicon 64 FLY,Flybridge,830000,19.99,5.31,2007,3,,Italy
1440,Gianetti 38 Fly,Flybridge,49000,11.58,3.9,1992,2,,Italy
1441,CRN 37.5 MT Alu Steel,Superyacht,1690000,37.5,6.7,1986,5,9000,Italy
1442,Mochi Craft MOCHI 47 OPEN,Motor Yacht,120000,14.76,4.45,1990,3,80,Italy
1443,Pershing 39,Motor Yacht,123000,11.7,3.6,1993,2,1000,Italy
1444,Sea Ray 370 DA,Motor Yacht,89000,11.19,3.68,1992,2,620,Italy
1445,Four Winns 288 Vista,Sport Boat,59000,9.5,2.95,2004,2,300,
1446,Intermare VEGLIATURA 700,Pilothouse,22000,7.13,2.7,1987,1,790,Italy
1447,Apreamare MAESTRO 65,Motor Yacht,890000,20.16,5.7,2007,,1250,
1448,Mochi Craft 44,Flybridge,125000,13.47,4.43,1989,3,1600,Italy
1449,Ferretti 590,Flybridge,,17.86,5.25,2005,3,1460,Italy
145,Selene 62,Motor Yacht,,20.98,5.69,2024,3,,Slovenia
1450,Yarding Yacht YARDING 27,Sport Boat,39000,7.99,2.93,1996,,640,Italy
1452,Frauscher 858 Fantom Air,Sport Boat,305000,8.67,2.49,2022,,,Italy
1453,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1454,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1455,Rio 750 Day Cruiser,Sport Boat,36000,7.46,2.7,2003,1,,Italy
1456,Colombo ANTIBES 27,Sport Boat,39000,8.1,2.5,1987,1,290,Italy
1457,Aicon 64 FLY,Flybridge,510000,19.99,5.31,2007,3,950,Italy
1458,Manò Marine MANO' M 42.50,Motor Yacht,,13.7,4.2,2010,2,550,Italy
1459,Spinella Riccardo GIGLIO 29,Pilothouse,95000,9.45,3.05,2017,1,38,Italy
146,Selene 54,Motor Yacht,,18.24,5.08,2024,3,,Slovenia
1460,Fountaine Pajot Maryland 37,Power Catamaran,185000,11.2,5.1,2005,3,2518,Italy
1461,Tiara 4200 Open,Motor Yacht,225000,13.66,4.56,2005,2,1538,Italy
1462,Riva Aquariva 33,Motor Yacht,,10.02,2.8,2003,1,390,Italy
1463,Colombo Atlantic 38 SX,Motor Yacht,,11.27,3.0,,,300,Italy
1464,Riva Aquarama Super 1968,Classic Power Boat,,8.45,2.62,1968,,,Italy
1465,Sea Ray 315 DA,Cabin Cruiser,69900,9.47,2.89,,,,Italy
1466,Bavaria 28 Sport,Motor Yacht,82000,9.0,2.99,2012,2,200,Italy
1467,Apreamare 45 CABIN,Cabin Cruiser,255000,13.4,4.48,2005,2,900,Italy
1468,Mimì LIBECCIO 27,Cabin Cruiser,124000,9.6,2.95,2007,1,,Italy
1469,Gobbi 375 SC,Cabin Cruiser,99000,11.7,3.86,2003,2,750,Italy
147,Mochi Craft MOCHI 46,Flybridge,105000,14.17,4.41,1990,3,300,Italy
1470,Frauscher 747 Mirage Air,Sport Boat,168000,7.47,2.5,2016,,,Italy
1471,Frauscher 858 Fantom Air,Sport Boat,227800,8.67,2.49,2019,,230,Italy
1472,Jeanneau LEADER 805,Cabin Cruiser,49500,7.8,2.95,2007,1,290,Italy
1473,Bénéteau Antares 10.80,Flybridge,105000,9.98,3.44,2000,2,580,Italy
1474,Azimut 55 Fly,Flybridge,,17.51,4.75,2003,3,1600,Italy
1475,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1476,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1477,Apreamare Aprea 10 Semi Cabin,Cabin Cruiser,145000,9.6,3.3,2004,1,550,Italy
1478,Sealine SC 47,Motor Yacht,290000,14.02,4.48,2008,2,1080,Italy
1479,Princess 56,Flybridge,890000,16.5,4.6,2013,3,850,Italy
148,Fipa Yachts MAIORA 23,Motor Yacht,880000,23.6,5.8,2004,,2600,
1480,Fairline SQUADRON 62,Motor Yacht,410000,19.63,5.01,2000,3,1596,Italy
1481,Monte Carlo Marine MCM 55,Motor Yacht,180000,17.8,4.2,2009,4,150,Italy
1482,Cantieri Estensi 480 MAINE,Motor Yacht,470000,14.43,4.35,2008,3,1250,Italy
1484,Pursuit 2800,Classic Power Boat,49900,8.53,2.9,1998,,1000,Italy
1485,Pfeil 42,Motor Yacht,135000,13.28,4.0,1986,3,3080,Italy
1486,Bénéteau 32 MONTECARLO,Classic Power Boat,99000,9.31,3.33,2009,2,500,Italy
1487,Jeanneau MERRY  FISHER 10.95,Classic Power Boat,225000,9.95,3.32,2019,3,90,Italy
1488,Princess 67,Flybridge,950000,20.75,5.23,2010,3,,Italy
1489,Performance 807,Offshore Boat,75000,8.7,2.5,2005,1,,Italy
149,Fipa Yachts Italiana - Maiora MAIORA 29,Superyacht,950000,29.6,6.8,1998,,2750,
1490,Cerri 102 Flying Sport,Superyacht,,31.3,7.25,2009,6,2800,Italy
1491,Azimut Magellano 50,Motor Yacht,560000,15.64,4.8,2011,2,1780,Italy
1492,Larson Boats Cabrio 330,Sport Boat,69000,9.75,3.51,2008,2,500,Italy
1494,Nimbus T11,Motor Yacht,342000,12.4,3.46,2023,2,,Italy
1495,Sea Ray 325,Cabin Cruiser,69000,9.47,2.9,2006,1,1100,Slovenia
1496,Rio 900 CABIN,Sport Boat,33000,9.6,3.25,1996,2,1500,Italy
1497,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
1499,Rizzardi CR 50 Top Line,Hardtop,,16.2,4.5,2006,3,630,Italy
150,Sanlorenzo SL 88,Flybridge,2900000,26.75,6.75,2008,,2500,
1500,Sunseeker Predator 63,Motor Yacht,,17.57,4.8,1995,3,1200,Italy
1501,Pfeil Yachtbau PFEIL 44,Motor Yacht,105000,12.4,3.98,1989,,2380,
1502,Mochi Craft MOCHI 44,Flybridge,89000,13.47,4.43,1988,3,,Italy
1503,Aicon 56' Fly Bridge,Flybridge,238000,17.4,4.8,2003,3,900,Italy
1504,Sanlorenzo 86,Motor Yacht,4250000,26.76,6.35,2017,4,600,Italy
1505,Bénéteau Antares 10.80,Pilothouse,85000,9.98,3.44,2003,2,3000,Italy
1509,Sanlorenzo SL 72,Cabin Cruiser,1150000,22.0,5.67,2006,3,890,Italy
151,Robalo 26 Cavin Walkaround,Fishing Boat,26000,7.9,2.35,1990,1,500,Italy
1510,Sanlorenzo SL 82,Flybridge,1950000,23.95,6.17,2009,4,1200,Italy
1511,Costruzioni Navali Srl Santa 27,Flybridge,1100000,27.45,6.5,2000,4,1690,Italy
1512,Ferretti 53 Fly,Flybridge,275000,16.3,4.68,1998,3,1500,Italy
1513,Azimut 68S,Hardtop,670000,20.74,5.2,2006,3,1500,Italy
1514,Greenline 48 Fly,Flybridge,840000,14.99,4.8,2022,3,15,Italy
1515,Innovazione & Progetti Alena 48,Hardtop,330000,12.96,4.15,2007,3,550,Italy
1516,Princess V48,Hardtop,355000,14.63,4.01,2007,2,740,Italy
1517,Sealine S 42,Hardtop,175000,12.89,4.06,2003,2,300,Italy
1518,Cantieri Estensi 360 Goldstar,Hardtop,175000,11.6,3.9,2007,2,800,Italy
1519,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
152,Pursuit 3100 Offshore,Offshore Boat,135000,10.65,3.18,2004,1,1400,Italy
1520,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1521,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1522,Cranchi Zaffiro 34,Motor Yacht,128000,11.21,3.49,2006,2,550,Italy
1523,Rancraft Express Cruiser RC 34,Cabin Cruiser,105000,10.6,3.35,2006,2,870,Italy
1524,Sessa C 30,Hardtop,99000,10.31,3.0,2008,2,250,Italy
1525,Riva 25 SPORT FISHERMAN,Fishing Boat,55000,7.52,3.02,1974,1,,Italy
1526,Scarab 38,Offshore Boat,,12.0,2.6,1998,,150,Italy
1527,Ferretti 510,Flybridge,550000,15.67,4.94,2009,3,1000,
1528,Tuccoli Marine T280 FUORIBORDO,Sport Boat,125896,8.63,3.04,2023,1,,Italy
1529,Italcraft Ipanema 54-BLU,Classic Power Boat,160000,17.0,4.4,2001,3,900,Italy
153,Gagliotta Gagliardo 34,Center Console,110000,10.3,3.5,2004,1,960,Italy
1530,Elan Marine ELAN 42 POWER,Hardtop,198000,12.8,3.9,2007,2,680,Italy
1531,Princess V58,Hardtop,430000,18.19,4.62,2007,3,840,Italy
1532,Azimut AZ 43,Motor Yacht,135000,13.5,4.4,1994,3,1390,Italy
1533,Sunseeker Predator 62,Motor Yacht,,19.1,5.0,2008,3,885,
1534,Azimut AZ 46,Motor Yacht,215000,14.6,4.36,2001,2,300,Italy
1536,C.N. Di Donna Serapo 42 HT,Hardtop,247000,13.65,4.05,,,,Italy
1538,Ranieri Cantiere CLF 25 Cabin Line,Pilothouse,47000,7.6,2.7,2013,1,300,Italy
1539,Ferretti 34 FISH,Flybridge,69000,10.43,3.9,1988,1,476,Italy
154,Ferretti ALTURA 36,Flybridge,70000,10.85,3.93,1990,2,545,Italy
1540,Baia AQUA 54,Motor Yacht,,17.0,4.75,2007,3,660,Italy
1541,Cantiere Gregorini di MAX 37  OPEN,Motor Yacht,260000,9.9,3.8,2017,1,,Italy
1542,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1543,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1544,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1545,Pro-Line 30 SPORT,Classic Power Boat,59000,10.0,3.3,2001,1,700,Italy
1546,Fairline Targa 33,Cabin Cruiser,46000,10.0,3.43,1991,4,20,Italy
1547,Luhrs 30 Sport,Flybridge,115000,8.84,3.61,2003,1,400,Italy
1548,Delphia Escape 1350,Motor Yacht,229000,12.98,3.86,2017,3,162,
1549,Sunseeker Manhattan 60,Motor Yacht,870000,19.68,5.0,,3,,Italy
155,Rio 1300 CRUISER,Motor Yacht,88000,14.27,4.25,1996,2,740,Italy
1550,Sunseeker Camargue 50,Motor Yacht,330000,15.42,4.27,,2,,Italy
1557,Sunseeker MANHATTAN 70,Flybridge,900000,22.31,5.7,2010,,922,
1558,Bénéteau ANTARES 7,Center Console,107000,7.5,2.53,2023,1,,Italy
1559,Portofino Marine 37 HT,Hardtop,,12.0,3.9,2012,2,260,Italy
156,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1560,Azimut 75,Cabin Cruiser,1180000,22.86,5.88,2005,4,700,Italy
1561,Tiara 4200 Open,Motor Yacht,,13.66,4.56,2005,2,1538,Italy
1564,Cranchi Smeraldo 37,Cabin Cruiser,115000,12.2,3.84,2003,2,700,Italy
1565,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1566,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1567,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1568,Astondoa 464 AS,Flybridge,289000,13.9,4.28,2007,3,350,Italy
1569,Cranchi M38HT,Hardtop,300000,11.5,3.8,2017,2,98,Slovenia
157,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1570,Colombo 38 sx,Motor Yacht,148000,11.4,3.15,2002,1,,Italy
1571,Azimut 50 Flybridge,Flybridge,,16.02,4.72,2005,2,1032,Italy
1572,Atlantis 55,Motor Yacht,300000,16.7,4.65,2008,3,590,Italy
1573,Gold Island 17 mt.,Flybridge,170000,15.82,4.68,1991,3,100,Italy
1574,Magnum 53,Motor Yacht,,15.9,4.8,1980,1,20,Italy
1575,Italcraft X 54,Motor Yacht,210000,17.0,4.4,2003,3,750,Italy
1576,AB Yachts AB 92,Motor Yacht,3750000,28.2,6.4,2015,6,500,Italy
1577,Sessa KEY LARGO 34,Motor Yacht,240000,9.9,3.3,2019,2,150,Italy
158,Sport Craft 251 WAC,Deck Boat,23000,7.68,2.6,1999,1,250,Italy
1580,Sanlorenzo SL 70,Flybridge,,20.36,5.52,1989,4,550,Italy
1581,Cantieri dell'Adriatico PERSHING 39,Motor Yacht,123000,11.02,3.6,1993,2,1000,Italy
1582,Tecnomar NADARA 26 FLY,Flybridge,,23.9,6.5,2005,4,1700,Italy
1583,Gobbi 375 SC,Motor Yacht,85000,11.45,3.8,2001,2,960,
1584,Grady White Boats 307 FREEDOM,Sport Boat,149000,9.3,3.23,2012,,357,Italy
1585,Cantiere Gregorini di MAX 37 Hard Top,Motor Yacht,,9.9,3.8,2023,2,,Italy
1586,Cantiere Gregorini di MAX 37 HARD  TOP,Motor Yacht,335000,9.9,3.8,2023,1,,
1587,Fiart Mare ASTER 31,Sport Boat,25000,9.4,3.14,1982,2,2471,Italy
1589,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
159,Spertini ALALUNGA 72,Flybridge,850000,21.9,5.45,2003,4,1450,Italy
1590,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1591,Sunseeker Superhawk 34,Motor Yacht,124000,11.3,3.2,,1,,Italy
1592,Colombo VIRAGE 34,Motor Yacht,,10.4,3.0,1997,1,323,Italy
1593,Luhrs 31,Fishing Boat,99000,9.8,3.61,2006,1,1000,Italy
1594,Riva TRITONE APERTO,Classic Power Boat,250000,7.94,2.62,1962,1,300,Italy
1595,Tecnomarine T 62,Motor Yacht,165000,17.65,5.22,1992,3,1800,Italy
1597,Princess 56 Fly,Flybridge,220000,15.85,4.54,1998,3,370,Italy
1599,Crownline 255 CCR,Cabin Cruiser,47000,8.0,2.55,,1,465,Italy
16,Airon Marine 325,Motor Yacht,105000,9.78,3.1,2011,2,570,Italy
160,Sessa DORADO 36,Flybridge,115000,9.95,3.5,2009,2,1550,Italy
1600,Sea Ray 240 OVERNIGHTER,Cabin Cruiser,36000,7.6,2.55,,1,510,Italy
1601,Albermarle Carolina Classic 35,Fishing Boat,179000,10.4,4.4,2008,,810,Italy
1602,Sunseeker Predator 62,Hardtop,695000,19.1,5.0,2007,3,1200,Italy
1603,Rio 700 CRUISER,Cabin Cruiser,26000,7.75,2.62,2002,,850,Italy
1604,Apreamare 45,Motor Yacht,250000,13.4,4.5,2006,2,2000,Italy
1605,Bruno Abbate G 36 sport DIESEL,Sport Boat,89000,10.54,3.38,2003,2,,Italy
1607,Carnevali 130,Flybridge,215000,13.0,4.1,2007,2,900,Italy
1608,Tullio Abbate 42,Classic Power Boat,105000,12.65,3.0,1988,,,Italy
161,Hatteras 50 CONVERTIBLE,Flybridge,180000,15.24,4.81,1984,3,,
1611,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1613,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
1615,Fairline Squadron 65,Flybridge,280000,19.6,5.2,1996,4,2000,Italy
1616,Orion Coral 27,Trawler,,8.0,2.76,1993,1,1390,Italy
1617,Innovazioni e Progetti ALENA 58,Motor Yacht,325000,17.53,4.65,2008,3,800,Italy
1618,Portofino Marine 850 fly,Flybridge,,8.5,3.04,2002,2,1020,Italy
1619,Boston Whaler OUTRAGE 320,Center Console,125000,9.8,3.09,2004,,360,Italy
162,Formula 336 SR1,Sport Boat,45000,9.87,2.51,1995,1,20,Italy
1620,Riva Ariston,Classic Power Boat,,6.51,1.87,1962,,543,Italy
1621,Admiral Tecnomar Velvet 90 HT,Hardtop,1100000,27.5,6.3,,5,,
1622,Nauta Air 86,Flybridge,3499000,27.15,6.5,,7,,Italy
1623,Maori 125,Flybridge,17500000,38.2,10.67,,9,,
1624,Manò Marine 28.50 Sport,Sport Boat,78000,9.69,3.1,2011,2,260,Italy
1625,Sunseeker Portofino 53,Hardtop,335000,17.04,4.6,2005,3,1050,Italy
1626,Princess 32 Riviera,Cabin Cruiser,79000,9.8,3.38,1994,2,1350,Italy
1627,Italcraft IPANEMA 54,Classic Power Boat,210000,17.0,4.4,2006,3,780,Italy
1628,Fiart Mare 30,Classic Power Boat,38000,9.6,3.0,1993,,600,Italy
1629,Sessa OYSTER 30,Motor Yacht,67000,9.5,3.1,2003,1,700,Italy
