id,ime_barke,tip_barke,cena,dolzina,sirina,letnik,st_kabin,st_ur,drzava
1938,Dellapasqua DC 10,Flybridge,45000,10.86,3.6,1986,2,,Italy
1939,Zaniboni 380 excalibur,Motor Yacht,63000,11.05,3.44,1994,2,1000,Italy
194,Rizzardi 63 Top Line,Motor Yacht,,19.0,4.7,2005,3,,Italy
1940,American Marine Grand Banks 32,Motor Yacht,80000,9.8,3.6,1970,1,700,Italy
1941,Bénéteau MONTECARLO 42 HT,Hardtop,,12.9,3.99,2011,2,840,
1942,Calafuria 25' Big Cruiser,Cabin Cruiser,55000,7.39,2.85,2000,,1600,Italy
1943,American Marine GRAND BANKS 32,Classic Power Boat,80000,9.8,3.6,1970,1,700,Italy
1944,BMA X-266,Center Console,90000,8.05,2.5,2021,,90,Italy
1945,Sanlorenzo SL 62,Flybridge,900000,18.7,5.2,2010,3,1300,Italy
1946,Sunseeker 52 Predator,Hardtop,510000,17.02,4.63,2009,3,1000,Italy
1947,Arcadia 115A,Superyacht,12000000,34.99,8.13,2021,,,Italy
1948,Alalunga 85 Sport,Motor Yacht,1150000,26.6,6.2,2005,4,1200,Italy
1949,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
195,VanDutch 32,Motor Yacht,,9.81,2.9,2022,1,26,Italy
1950,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1952,Alalunga 85 Sport,Motor Yacht,1150000,26.6,6.2,2005,4,1200,Italy
1953,Altena 52 Exclusief,Motor Yacht,199000,15.8,4.5,1998,3,3278,Slovenia
1954,Adria Event 850,Cabin Cruiser,42000,8.83,2.55,2004,1,730,Italy
1955,DALLA PIETA' DP 56 FLY,Flybridge,,17.71,4.96,2001,,1500,
1956,Marine Composite 415,Motor Yacht,139000,13.6,3.78,2004,3,110,Italy
1957,Pershing 62,Hardtop,,18.48,4.8,2005,,1150,
1958,Airon Marine 325,Motor Yacht,72000,9.78,3.1,2008,2,400,Italy
1959,Bénéteau Monte Carlo 52,Hardtop,,14.32,4.62,2020,3,400,Italy
1960,Raffaeli Shamal 40 evo,Motor Yacht,185000,12.26,3.7,,2,503,Italy
1961,Ferretti 150,Flybridge,180000,13.98,4.5,1995,3,2250,Italy
1962,Pershing 56',Motor Yacht,,17.6,4.8,2006,3,1300,Italy
1963,Rodman 44,Flybridge,235000,13.6,4.26,2008,3,650,Italy
1964,Explorer 58,Flybridge,1400000,17.84,5.2,2015,3,368,
1965,Cranchi ZAFFIRO 34,Motor Yacht,87000,10.34,3.5,2003,2,940,Italy
1966,Hollandia Yachtbwn 1000 S,Flybridge,49000,9.9,3.3,1994,3,3500,Italy
1967,Innovazioni e Progetti Mira 40,Motor Yacht,132000,12.39,3.7,2004,3,1100,Italy
1968,Bruno Abbate Primatist G 41,Motor Yacht,110000,12.4,4.06,2003,2,995,Italy
1969,Mochi Craft Dolphin 64,Motor Yacht,800000,19.4,6.13,2008,4,1500,Italy
197,Performance 907,Sport Boat,,9.0,2.67,1999,1,,Italy
1970,Raffaelli Kubang 57,Motor Yacht,280000,16.38,4.38,2003,4,700,Italy
1971,Fairline Targa 33,Motor Yacht,60000,10.0,3.48,1989,2,950,Italy
1972,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1973,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1974,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1975,Sanlorenzo SL 62,Flybridge,,18.9,5.2,2007,3,650,Italy
1976,Franchini 63 T-Top,Motor Yacht,1950000,19.6,5.3,,3,300,Italy
1977,Pursuit 3370 Offhore,Pilothouse,130000,10.2,3.2,2005,1,,Italy
1978,Tecnomar Madras 20 M,Motor Yacht,270000,19.6,4.4,2003,3,1250,Italy
1979,Bayliner 245 Cruiser SB,Sport Boat,41000,7.3,2.6,2006,1,700,Italy
198,Riva St. Tropez,Motor Yacht,,9.52,2.72,1980,,5,Italy
1980,Italcraft 45,Flybridge,99000,14.6,4.6,1995,3,1500,Italy
1981,Elegance 57 Fly,Flybridge,239000,17.4,4.78,1997,3,736,Italy
1982,Fiart Mare FIART 38 GENIUS,Motor Yacht,190000,11.56,3.88,2010,2,900,Italy
1984,Sunseeker 86,Flybridge,1980000,26.0,6.45,2009,4,1300,Italy
1985,Cranchi Endurance 39,Motor Yacht,90000,11.95,3.5,2003,1,600,Italy
1986,Tecnoteam Revo 4K7 WA \,Center Console,78000,7.0,2.5,2022,1,50,Italy
1987,Cranchi M44 HT,Motor Yacht,,13.82,4.06,2021,2,230,Italy
1988,Greenline 33,Hardtop,245000,9.99,3.49,2021,2,40,Slovenia
1989,Pershing 64',Motor Yacht,1200000,19.5,5.0,2011,3,770,Italy
199,Gobbi 27,Cabin Cruiser,,8.63,3.0,1997,2,,Italy
1990,Blumax Bluline 23,Sport Boat,49500,6.8,2.38,2020,1,200,Italy
1991,Carver 36 Fly,Flybridge,51000,12.0,3.8,1982,2,1300,Italy
1992,Azimut Magellano 53,Motor Yacht,,14.45,4.7,2018,3,1097,Italy
1995,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1996,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1997,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1998,Bavaria 33 S OPEN,Classic Power Boat,175000,9.86,3.31,2021,,156,Italy
1999,Camuffo C4,Sport Boat,37700,6.94,2.35,1968,1,45,Italy
2,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
20,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
200,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2000,Princess 85 Flybridge,Flybridge,,26.2,6.3,2020,5,,Italy
2001,Princess S78,Motor Yacht,4200000,22.87,5.75,2021,4,190,Italy
2002,VZ VZ 16,Flybridge,350000,17.0,4.7,2004,3,1600,Italy
2003,Sealine F44,Flybridge,115000,13.4,4.05,1999,2,900,Italy
2004,Cranchi ZAFFIRO 34,Motor Yacht,126000,10.34,3.5,2011,2,870,Italy
2005,Conam 58 SPORT,Hardtop,270000,17.7,4.4,2007,3,1200,Italy
2006,Fiart Mare 40 GENIUS,Classic Power Boat,149000,12.45,3.97,2002,,900,Italy
2007,Sunseeker 76 Yacht,Flybridge,,23.6,5.94,,4,,Italy
2008,Princess 406,Motor Yacht,80000,12.22,3.89,1992,2,1750,Italy
2009,Bavaria 33 Sport,Motor Yacht,100000,9.99,3.45,2010,2,200,Italy
201,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2010,Giorgi 50 AEREOTOP,Motor Yacht,390000,15.2,4.2,2014,4,75,Italy
2011,Atlantis 42 Open,Motor Yacht,175000,13.3,4.0,2004,2,1000,Italy
2012,"Manò Marine 24,50 Cabin",Sport Boat,41000,6.9,2.55,2007,2,,Italy
2013,Apreamare Smeraldo 7 Open,Cabin Cruiser,50000,7.1,2.5,1989,1,200,Italy
2014,Fairline Targa 48,Motor Yacht,199000,15.2,3.94,2001,3,1300,Italy
2015,Astondoa 53 OPEN HT,Motor Yacht,420000,15.02,4.6,2008,3,753,
2016,Enterprise Marine 43 fly,Flybridge,175000,13.5,4.2,2005,3,500,Italy
2017,Primatist G 48,Hardtop,155000,13.75,4.35,2000,3,1600,Italy
2018,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2019,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
202,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2020,Cayman Yachts 400WA,Motor Yacht,,11.9,3.7,2023,2,,Italy
2022,Dellapasqua DC 10,Flybridge,110000,11.3,3.5,2003,2,1000,Italy
2023,Prestige Yachts 500 S,Hardtop,470000,14.92,4.5,2012,3,530,Italy
2024,Chaparral SIGNATURE 290,Sport Boat,52000,8.84,2.9,2010,1,700,Italy
2026,Performance 1107,Sport Boat,,11.0,3.0,2007,,215,Italy
2028,Innovazioni e Progetti MIRA 43,Motor Yacht,148000,12.66,4.15,2009,3,530,Italy
2029,Tornado 38' Flush Deck,Motor Yacht,100000,11.8,3.9,2003,1,,Italy
203,Bavaria 30 sport,Hardtop,,9.2,2.98,2007,1,750,Italy
2030,Absolute 39,Motor Yacht,171000,11.3,3.59,2007,2,1100,Italy
2032,Pershing 43,Hardtop,239000,13.78,4.14,2002,2,1000,Italy
2033,Ferretti Altura 39,Flybridge,109000,12.0,3.94,1990,3,800,Italy
2034,Cormorant COR780,Trawler,2090000,24.4,6.25,,6,,Slovenia
2035,Cormorant COR690,Trawler,1450000,21.5,6.25,,6,,Slovenia
2036,Cormorant COR66 RAV,Trawler,1850000,19.95,5.42,,4,,Slovenia
2037,Cormorant COR49,Trawler,600000,14.99,5.4,,3,,Slovenia
2038,Cormorant COR555,Trawler,1290000,19.69,6.25,,5,,Slovenia
2039,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
204,Raffaelli maestrale 52 fly,Flybridge,,15.83,4.3,1999,3,1755,Italy
2041,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
2042,Cormorant COR555,Trawler,1290000,19.69,6.25,,5,,Slovenia
2043,Explorer 62,Motor Yacht,,18.54,5.2,2023,3,,Italy
2044,Menorquin Sasga Yachts 68 Fb,Motor Yacht,2380830,21.3,5.8,,4,,Slovenia
2045,Pardo 43,Motor Yacht,,12.8,4.2,,,,Italy
2046,Princess 440,Flybridge,158000,14.4,4.22,1995,3,,Italy
2047,Sea Ray 455 SUNDANCER,Motor Yacht,170000,13.72,4.27,2008,2,1000,Italy
2049,Camuffo C 52 FB,Flybridge,115900,16.05,4.5,1989,3,1332,Italy
205,Bruno Abbate primatist 42,Hardtop,,12.16,3.71,1990,2,1700,Italy
2050,Mingolla Brava 22 Walk Around,Deck Boat,23800,6.42,2.45,2023,,,Italy
2051,Mingolla Brava 19 + Honda BF40E,Bowrider,18500,5.6,2.35,2023,,,Italy
2052,Mingolla Brava 16 + Honda BF40E,Bowrider,14900,5.0,2.1,2023,,,Italy
2053,Mingolla Brava 18 + Honda BF40E,Bowrider,16900,5.6,2.1,2023,,,Italy
2054,Atlantis 42,Motor Yacht,189000,12.54,4.0,2005,2,800,Italy
2055,Dalla Pietà DP 55' ASTERION,Motor Yacht,198000,16.52,4.9,1996,3,760,Italy
2056,Cranchi ZAFFIRO 34,Motor Yacht,124000,10.34,3.5,2007,2,480,Italy
2057,Quicksilver 625 PILOTHOUSE,Pilothouse,46720,6.38,2.54,2022,,,Italy
2058,Bavaria BMB 34,Motor Yacht,65000,10.7,3.5,2002,2,457,Italy
2059,Fairline Phantom 50,Flybridge,430000,15.79,4.5,2006,3,,Italy
206,Moschini ferretti altura 33,Fishing Boat,,9.77,3.3,1975,1,380,Italy
2060,Flagship 38,Flybridge,95000,11.4,4.0,1994,2,100,Italy
2061,Ferretti 530,Flybridge,399000,16.8,4.7,2005,3,910,Italy
2062,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
2063,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2064,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2065,Tullio Abbate Mito 42,Motor Yacht,160000,12.54,2.63,2011,1,200,
2066,Fairline Targa 37 Open,Motor Yacht,119500,11.57,3.45,1998,2,1000,Italy
2067,Azimut 46,Flybridge,248000,14.8,4.4,2002,3,1000,Slovenia
2068,Scar Next 215 + Honda BF40E,Bowrider,20900,6.5,2.3,2023,,,Italy
2069,Scar Next 195 + Honda BF40E,Bowrider,17900,5.9,2.2,2023,,,Italy
207,Manò Marine 23,Cabin Cruiser,,7.0,2.5,1996,1,600,Italy
2070,Jeanneau Merry Fisher 695,Pilothouse,62000,7.7,2.54,2018,1,80,Italy
2071,Raffaelli Typhoon Fly,Flybridge,130000,11.4,3.64,2000,2,870,Italy
2072,Sea Ray 305 DA Sundancer,Motor Yacht,79000,9.8,2.96,2010,2,90,Italy
2073,Pursuit 3000 Express,Motor Yacht,80000,10.0,3.2,2001,1,1500,Italy
2074,Gobbi 375 SC,Motor Yacht,85000,11.45,3.8,2003,,750,Italy
2075,Bénéteau Flyer 770,Sport Boat,62000,7.2,2.54,2016,1,290,Italy
2076,Itama Forty,Motor Yacht,310000,13.25,3.95,2007,2,595,Italy
2077,Riviera Marine 35 Convertible,Flybridge,78000,10.36,3.52,1989,2,2193,Italy
2078,Conam Synthesi 40' Special,Motor Yacht,90000,12.03,3.5,2000,2,900,Italy
2079,Austin Parker 60' SPORTFLY,Flybridge,,18.0,5.2,2023,3,,
208,Calcagno 7.5 Semi Cabin,Cabin Cruiser,,7.5,2.5,1996,,,Italy
2080,Sunseeker Camargue 50,Motor Yacht,250000,16.31,4.42,,2,,Italy
2081,Sessa C30 HT,Hardtop,105000,9.5,3.0,2009,2,750,Italy
2082,Saver 330 Sport,Motor Yacht,75000,9.93,3.24,2005,2,220,Italy
2084,Sanlorenzo SL 72,Motor Yacht,1000000,22.6,5.61,2006,,920,
2086,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2087,Bavaria 37,Motor Yacht,115000,11.77,3.99,2006,2,50,Italy
2088,Conam 60,Flybridge,295000,18.45,4.3,2002,3,,Italy
2089,Trojan Yacht TROJAN 36 FLY,Flybridge,69000,11.0,4.0,1981,2,2500,Italy
209,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
2092,Fairline 68/70 Squadron,Flybridge,1120000,20.47,5.4,2009,4,1070,Italy
2093,Crownline 250 CR,Sport Boat,22000,7.5,2.59,1996,2,,Italy
2094,Ilver 24,Center Console,60000,8.0,,2021,,,Italy
2097,Fiart Mare 39 Seawalker,Motor Yacht,640000,12.6,3.86,2022,2,60,Italy
2099,Sunseeker PREDATOR 56,Motor Yacht,300000,18.35,4.59,2000,,950,
21,Dellapasqua DC 13 ELITE,Hardtop,250000,13.97,3.8,2009,2,1078,Italy
210,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2100,Stama 50 HT,Hardtop,315000,15.0,4.5,2010,3,598,Italy
2101,Innovazioni e Progetti ALENA 54 S,Offshore Boat,135000,17.4,3.8,2003,2,1200,Italy
2102,Azimut 43S,Motor Yacht,285000,12.97,4.29,2006,2,,
2103,Carnevali 140,Flybridge,175000,14.0,4.35,2003,3,1080,Italy
2104,Bavaria R40 COUPE,Hardtop,,12.44,3.99,2023,,,Italy
2105,Greenline 45 Fly,Flybridge,,14.43,4.49,2023,,,Italy
2106,ATOMIX 7500,Motor Yacht,33000,8.25,2.35,2009,1,80,Italy
2107,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2108,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
2109,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
211,Invictus GT370,Deck Boat,435000,9.97,3.41,2022,1,250,Italy
2110,Chaparral SIGNATURE 290,Sport Boat,55000,8.84,2.9,2005,1,,Italy
2111,Firebird F 36 SOLE SOLE,Motor Yacht,80000,10.9,3.3,2009,2,2300,Italy
2112,Fipa MAIORA 24 S,Motor Yacht,1100000,25.6,5.9,2003,4,3400,Italy
2113,De Cesari 62 Da Vinci,Motor Yacht,1990000,19.0,5.45,2023,3,,Italy
2114,Princess V 48,Motor Yacht,590000,15.49,4.11,2015,2,380,Italy
2115,Comar CLANSHIP 52,Flybridge,95000,14.98,4.81,1990,3,880,Italy
2116,Intrepid 475,Motor Yacht,610000,15.48,4.16,2011,2,700,Italy
2118,Innovazioni e Progetti ALENA 48,Hardtop,290000,14.6,4.64,2010,3,480,
2119,Atlantis 47 HT,Hardtop,330000,14.58,4.25,2010,2,630,Italy
212,Fairline TARGA 64,Hardtop,555000,19.2,4.76,2007,3,1050,Italy
2121,CN Azzurro AZZURRO 60 LOBSTER,Motor Yacht,240000,16.93,4.88,2001,,,
2122,Azimut 43S,Hardtop,320000,13.37,4.29,2010,2,250,Italy
2123,Ocean Yachts 42 Super Sport,Motor Yacht,145000,12.82,4.67,1989,2,,Italy
2124,Sunseeker 68 Sport Yacht,Flybridge,1550000,21.7,5.09,,4,,
2126,Raffaelli Compass Rose 50,Flybridge,235000,15.3,4.3,2003,3,,Italy
2127,Itama 38,Motor Yacht,130000,11.62,3.77,1990,2,700,Italy
2129,Lion Yachts OPEN SPORT 4.5,Motor Yacht,,11.94,3.96,2023,2,,Italy
213,Monterey Boats 282 Cruiser,Motor Yacht,65000,8.76,3.0,2005,2,500,Italy
2130,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
2132,Lion Yachts OPEN SPORT 3.5,Motor Yacht,,9.9,3.68,2023,3,,Italy
2133,Azimut AZ 37,Flybridge,67000,11.44,3.96,1991,3,750,Italy
2134,Itama 54,Sloep,320000,16.93,4.6,2001,3,1100,Italy
2136,Orizzonti Open Chios 170 Honda BF40D,Sport Boat,14500,5.2,2.06,2023,,,Italy
2137,Orizzonti Open Juno 5.90 Honda BF100,Sport Boat,28900,5.9,2.5,2022,,,Italy
2138,Orizzonti Open Nautilus 6.70 Honda BF40E,Deck Boat,20900,6.7,2.2,2023,,,Italy
2139,Orizzonti Open Andromeda 580 Honda BF40E,Deck Boat,18900,6.2,2.18,2023,,,Italy
214,Azimut 66 Flybridge MY 2016,Flybridge,1850000,20.33,5.23,2018,4,326,Italy
2140,Orizzonti Open Calipso 20 Honda BF40E,Bowrider,18900,6.2,2.18,2023,,,Italy
2141,Orizzonti Open Syros 190 Honda BF40E,Bowrider,17200,5.7,2.15,2023,,,Italy
2142,Aicon 62 SL,Hardtop,550000,21.0,5.08,2008,3,650,Italy
2143,Viking Yachts 57' Convertible,Flybridge,1380000,17.63,5.54,2009,3,700,Italy
2144,Atlantis 47 HT,Hardtop,339500,14.57,4.25,2010,2,600,Italy
2145,Jeanneau Prestige 500S,Motor Yacht,510000,14.97,4.5,2012,3,640,Italy
2146,Bertram 38 FLY,Flybridge,60000,10.73,4.39,1976,2,1700,Italy
2148,Gobbi- Atlantis (Azimut Benetti S.p.A) G,Center Console,85000,11.8,3.85,2003,,800,
2149,Princess V 66,Flybridge,2990000,20.32,5.08,2022,4,20,Italy
215,Princess 67,Flybridge,730000,20.45,5.23,2005,3,1800,Italy
2150,Princess V 58,Hardtop,470000,17.88,4.62,2007,3,850,Italy
2151,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
2152,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
2153,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2154,Jeanneau CAP CAMARAT 9.0 WA,Classic Power Boat,155000,9.12,2.98,2021,1,170,Italy
2155,San Boat 870 CUDDY Diesel,Cabin Cruiser,44500,9.0,2.7,2010,1,400,Italy
2156,Azimut 38 OPEN,Classic Power Boat,67000,11.47,3.95,1989,2,500,Italy
2157,A. Mostes Venere 255,Motor Yacht,,8.1,2.45,,,,Italy
2158,Menorquin 180 Fly,Classic Power Boat,390000,18.4,5.5,2004,3,1650,Italy
2159,Molinari E. Molinari Super Carezza 1960 BPM V6,Classic Power Boat,15000,5.8,,1960,,,Italy
216,Chaparral Signature 270,Motor Yacht,73000,8.23,2.59,2005,1,370,Italy
2160,Invictus TT460,Motor Yacht,,14.27,4.43,2021,2,131,
2161,Quicksilver Active 875 sundeck,Deck Boat,125000,8.06,3.0,2021,2,,Italy
2162,Sealine F 42,Flybridge,190000,12.88,4.21,2005,2,700,Italy
2163,Fjord 32 cabin,Motor Yacht,,10.1,3.25,1973,1,,Italy
2164,Airon Marine 278,Sport Boat,55000,7.61,2.5,2010,1,528,Italy
2165,Bavaria BMB 33 Sport HT,Hardtop,100000,9.96,3.45,2007,2,496,Italy
2166,Bayliner 245 CIERA,Sport Boat,43000,7.34,2.57,2005,1,400,Italy
2167,Sea Ray 200 SR,Sport Boat,18500,6.16,2.32,1992,,300,Italy
2168,Fjord 36 Open,Motor Yacht,175000,10.8,3.85,2011,1,615,Italy
2169,Cranchi Endurance 30,Motor Yacht,130000,9.85,2.95,2017,2,330,Italy
217,Windy Boats WINDY 11600,Motor Yacht,50000,11.5,3.3,1993,2,1430,Italy
2170,Cranchi Hobby 20,Sport Boat,13000,6.12,2.2,1989,1,900,Italy
2171,Tuccoli Moby Dick T300 Master,Pilothouse,58000,9.24,3.31,2000,1,1200,Italy
2172,Bavaria S29 Open,Motor Yacht,,8.76,2.99,2022,1,,Italy
2173,Bavaria SR36 HT,Motor Yacht,,11.44,3.85,2023,2,,Italy
2174,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
2175,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2177,Raffaelli STORM,Flybridge,105000,12.84,4.34,1989,3,1000,Italy
2178,Mochi Craft MOCHI 56,Flybridge,185000,16.5,4.73,1991,3,1700,Italy
2179,Grand Banks 43 EASTBAY SX,Trawler,320000,13.09,4.01,2003,2,1180,Italy
218,Dellapasqua DC 12s,Flybridge,165000,12.64,4.22,2004,3,1200,Italy
2180,Arkos 737 WA,Deck Boat,49000,7.49,2.55,2010,,300,Italy
2181,Apex Yachts Wasabi 60,Motor Yacht,1904000,18.13,4.97,2022,,,Italy
2183,Ferretti S47,Motor Yacht,110000,14.1,4.26,1990,2,870,Italy
2184,Ranieri Cantiere R 32,Center Console,74000,9.6,3.0,2010,,641,Italy
2185,Performance 1407,Offshore Boat,375000,14.8,3.7,,3,350,Italy
2186,Performance 807 SOLD SOLD SOLD,Offshore Boat,,8.5,2.55,2007,1,240,Italy
2187,Absolute 56 HT,Cabin Cruiser,475000,16.75,4.65,2011,3,,Italy
2188,Wellcraft SCARAB 34,Sport Boat,97000,10.2,2.52,1982,2,250,Italy
2189,Carnevali 155,Motor Yacht,285000,16.1,4.56,2003,3,1150,Italy
219,Monterey 262 Cruiser,Sport Boat,30000,7.48,2.53,1998,1,814,Italy
2190,Cantieri Navali del Golfo G38 Fisherman,Fishing Boat,79000,9.5,3.7,1995,2,1600,Italy
2191,Boston Whaler outrage 320,Fishing Boat,129000,9.8,3.1,2006,,,Italy
2192,MCP Yachts Europa 100,Superyacht,2820000,30.48,6.76,2010,7,2750,Italy
2193,Rose Island LOBSTER 49,Motor Yacht,240000,15.5,4.75,2003,3,1350,Italy
2194,Ferretti Craft 52S Fly,Flybridge,170000,14.65,4.65,1992,3,970,Italy
2195,Azimut AZ 52,Motor Yacht,197000,15.66,4.5,1998,3,1700,Italy
2196,Sea Ray 335 Sundancer,Motor Yacht,85000,9.75,3.2,2007,2,332,Italy
2197,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
2198,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
22,Sanlorenzo SD 112,Flybridge,8490000,29.6,7.66,2018,5,1500,
220,Princess 470,Flybridge,168000,14.49,4.3,1993,2,500,Italy
2200,Solare 40 Classic,Hardtop,188000,12.0,4.0,2004,2,920,Italy
2201,Azimut 39 Fly,Flybridge,153000,12.0,4.0,2000,2,1250,Italy
2202,Cranchi 56 HT,Hardtop,735000,17.22,4.6,2017,3,700,Italy
2203,Cayman 48 W.A.,Hardtop,285000,14.95,4.4,2007,3,680,Italy
2204,Posillipo TECHNEMA 55,Flybridge,250000,16.04,4.76,1996,3,1514,Italy
2205,Posillipo-Rizzardi TECHNEMA M16,Flybridge,149000,14.33,4.64,1990,3,,Italy
2206,Galeon 530,Flybridge,375000,16.2,4.7,2008,3,630,Italy
2207,Viking Marine 50 Conv Sport Fish,Fishing Boat,215000,15.4,4.91,1995,3,,Italy
2208,Sea Ray 215 Express Cruiser,Sport Boat,26000,6.55,2.55,1996,1,,Italy
2209,Cranchi Turchese 24,Sport Boat,28000,7.54,2.45,1999,1,,Italy
221,Pershing 45 Open,Motor Yacht,,13.13,4.16,1989,3,940,Italy
2210,Greenline 39,Motor Yacht,,11.99,3.75,2023,,,Slovenia
2211,Colombo Virage 34,Motor Yacht,70000,10.1,2.99,1991,,800,Italy
2212,Cranchi CSL 27,Sport Boat,43000,,,2008,1,370,Italy
2213,Colombo Virage 34,Sport Boat,89000,,,2001,1,350,Italy
2214,Riva 33 Aquariva Super,Motor Yacht,430000,,,2008,1,,Italy
2215,Colombo 29 Racing,Sport Boat,35000,9.0,2.75,1982,1,407,Italy
2216,Rio 360,Motor Yacht,148000,,,2012,2,580,Italy
2217,Cranchi CSL 28,Sport Boat,48000,,,2003,1,300,Italy
2218,Sunseeker Mohawk 29,Sport Boat,44000,9.0,3.0,1991,1,,Italy
2219,Ilver 37 Sectra,Motor Yacht,95000,,,2000,2,174,Italy
222,Ferretti 500,Classic Power Boat,480000,15.33,4.34,2013,4,880,Italy
2220,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
2221,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
2224,Robalo R 300,Center Console,105000,8.89,3.2,2008,,,Italy
2225,Fairline Squadron 58,Flybridge,495000,17.92,4.85,2005,3,1200,Italy
2226,Aicon 56,Flybridge,415000,16.81,4.8,2006,3,690,Italy
2227,BMA X 199,Center Console,35000,5.9,2.25,2021,,,Italy
2228,De Vries Lentsch 17.5m,Motor Yacht,595000,17.5,5.4,1991,4,1252,Italy
2229,Cantieri Navali Liguri Ghibli,Motor Yacht,210000,18.9,5.29,1993,3,900,Italy
223,Cranchi Csl-27,Sport Boat,39000,8.57,2.83,2007,1,,Italy
2230,Cantieri Navali Liguri Ghibli 24,Motor Yacht,1795000,23.99,6.4,2001,4,350,Italy
2231,Feadship Van Lent,Motor Yacht,798000,18.7,4.5,1961,3,500,Italy
2232,Sarnico 50,Motor Yacht,430000,15.67,4.38,2006,2,350,Italy
2233,Baglietto Maiorca,Classic Power Boat,1295000,22.1,5.04,1962,4,2,Italy
2234,Favaro Yachts Explorer 76,Motor Yacht,1590000,23.3,5.75,2015,3,2010,Italy
2235,CRN 120,Superyacht,1780000,37.5,6.7,1986,5,,Italy
2236,Sterling 44,Superyacht,7850000,43.59,8.7,1986,6,,Italy
2237,Fountaine Pajot Maryland 37,Power Catamaran,185000,11.2,5.1,2005,3,2518,Italy
224,Sanlorenzo SL96A,Motor Yacht,,29.06,6.76,2021,5,310,
2240,Innovazioni e Progetti MIRA 37,Motor Yacht,,11.63,3.9,2005,2,700,Italy
2241,Cranchi ZAFFIRO 34,Motor Yacht,98000,10.34,3.5,1999,2,600,Italy
2242,Pershing 115,Superyacht,5500000,35.36,7.2,,7,,
2243,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
2244,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
2245,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
2246,Fairline 70 Squadron,Flybridge,1050000,20.47,5.4,2009,4,1060,Italy
2247,Vismara Marine MY52,Motor Yacht,520000,16.49,4.55,,2,750,Italy
